15361, 23022, 22940, 37392, 80646, 34474, 92158, 84539, 20057, 70047
25770, 28284, 31209, 32104, 29866, 30678, 30296, 26467, 29636, 31292
20597, 13545, 10240, 11968, 6120, 8831, 9071, 10502, 9780, 9373
