8795, 6943, 7999, 12095, 8474, 7974, 10126, 10059, 9975, 6066
29412, 30498, 29676, 30435, 29113, 30045, 31456, 29984, 29004, 30337
84598, 30202, 30154, 28779, 67271, 25740, 31847, 11992, 6996, 18983
