18992, 15972, 21383, 10137, 6190, 18238, 12629, 29528, 10539, 9814
28937, 28395, 30291, 29785, 28719, 32948, 31118, 29399, 31514, 30529
24629, 32215, 37672, 13245, 33111, 20226, 60416, 51608, 28861, 40602
