10238, 9450, 10608, 4501, 4538, 17117, 7826, 8048, 19911, 11228
32215, 26857, 31488, 30757, 30246, 27990, 33814, 26509, 29957, 31008
53962, 11658, 28315, 65686, 21040, 33426, 33233, 54168, 66561, 9600
