125275, 89758, 47791, 30561, 62491, 26760, 58450, 80907, 30276, 20926
30712, 30458, 30141, 30297, 30519, 34423, 23204, 30206, 29183, 30621
20793, 10496, 8856, 12588, 9018, 11196, 17777, 10291, 10476, 13455
